numero_passage,sortie,sortie_choix_libre,sortie_passage_ignore,nombre_de_cases,nombre_de_coches_requises,action,duree,environnement,illustration,carte,description_fin,combat,blessure,objet_acquis,objet_perdu,objet_requis,type_de_stockage,competence_requise,test_aleatoire,code_acquis,code_perdu,code_requis,etat_du_monde_acquis,etat_du_monde_requis,divinite_acquise,divinite_perdue,divinite_requise,resurrection_acquise,resurrection_perdue,benediction_acquise,benediction_perdue,niveau_equipage_modifie,titre_et_honneur_acquis,titre_et_honneur_perdu,sortie_objet_acquis,sortie_objet_perdu,sortie_objet_requis,sortie_test_competence,sortie_test_aleatoire,sortie_code_acquis,sortie_code_requis,sortie_etat_du_monde_acquis,sortie_etat_du_monde_requis,sortie_condition_requise,sortie_classe_requise,sortie_divinite_acquise,sortie_divinite_requise,sortie_benediction_perdue,sortie_benediction_requise,sortie_titre_et_honneur_requis,sortie_niveau_equipage_modifie,sortie_niveau_equipage_requis,sortie_nombre_de_coches_requises,sortie_autre_livre,doute,commentaire
,483,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,398,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,466,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,87,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,278,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,548,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,419,0,,,,planifier,,marché,,,,,,mélange de sel et de limaille de fer,charde (15),charde (15),,,,,,,,,,,,,,,,,,,,,,Exploration,,,,,,,,,,,,,,,,,,
,360,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Exploration,,,,,,,,,,,,,,,,,,
512,163,1,1,,,dialoguer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tête de capitaine pirate,,,,,,,,,,,,,,,,,,,
,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,429,2,,,,"se transformer, se faire tromper",,sous l'eau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,616,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,282,0,,,,abjurer,,temple,,,,,1,,charde (50),charde (50),,,,,,,,,,Tyrnai,,,toute résurrection du Temple de Tyrnai,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,205,0,,,,aucune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magie,,,,,,,,,,,,,,,,,,
,314,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magie,,,,,,,,,,,,,,,,,,
516,e,2,,,,"se déguiser, s'infiltrer, explorer",,caverne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Les Hordes des Grandes Steppes (350),,
,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,597,0,1,,,visiter,,temple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tête de goule,,,,,,,,,,,,,,,,,,,
,409,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,187,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nagil,,,,,,,,,
,478,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,495,2,,,,voyager,,route,,,,,,,charde (10),,,,1d6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,271,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,299,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,60,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,209,0,,,,"combattre, butiner",,navire,,,,,,cargaison (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,541,2,,,,"prier, combattre",,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,576,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,82,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,278,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,558,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,321,2,,,,"enquêter, dialoguer",,,Une image montre le chevalier au dragon noir brandissant une hache sur son cheval. Il porte son bouclier emblématique.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,276,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,513,2,,,,dialoguer,instant (quelques),"navire, mer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,408,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,27,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assassin,,,,,,,,,,,,,,,
,95,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Protecteur du Sokara,,,,,,
,456,0,,,,visiter,heure (plusieurs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Artère,,,,,,,,,,,,,,,
,191,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charde (5),charde (5),Charisme,,,,,,,"Guerrier, Troubadour, Voleur, Voyageur, Prêtre, Mage",,,,,,,,,,,
,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,232,0,,,,"escalader, explorer, boire",,"montagne, caverne",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,427,0,,,,dialoguer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,435,2,,,,visiter,,temple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,69,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tyrnai,,,,,,,,,
,373,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,599,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,492,2,,,,fuir,,village,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,87,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,621,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,278,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,445,0,,,,s'infiltrer,,temple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adresse,,,,,,,,,,,,,,,,,,
,284,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adresse,,,,,,,,,,,,,,,,,,
529,474,0,,,,tomber,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,90,0,,,,"naviguer, faire l'inventaire",,"navire, mer",,,,,,,cargaison (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passage identiques aux 67 et 70
531,4,0,,,,aucune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,filet d'or,,,,,,,,,,,,,,,,,,,
,462,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,427,0,,,,se faire empoisonner,,,,,,,,Livre des Sept Sages,,antidote de scorpion,,,,,,,empoisonnement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,589,2,,,,"se renseigner, dialoguer, pister, observer",,"rue, taverne",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,211,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,119,2,,,,attendre,seconde (indéterminé),maison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,386,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,9,0,,,,visiter,,temple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prêtre,,,,,,,,,,,
,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,628,0,1,,,aucune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,matériel d'escalade,,,,,,,,,,,,,,,,,,,
,562,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Exploration,,,,,,,,,,,,,,,,,,
,438,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Exploration,,,,,,,,,,,,,,,,,,
537,106,1,,,,"dialoguer, commercer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charde (25),,,,,,,,,,,,,,,,,,,
,85,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,18,0,,,,dialoguer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charisme,,,,,,,,,,,,,,,,,,
,157,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charisme,,,,,,,,,,,,,,,,,,
539,509,0,,,,"combattre, s'infiltrer",,temple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adresse,,,,,,,,,,,,,,,,,,
,228,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adresse,,,,,,,,,,,,,,,,,,
540,100,2,,,,"observer, pister",,"taverne, rue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,433,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,326,0,,,,pister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Exploration,,,,,,,,,,,,,,,,,,
,245,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Exploration,,,,,,,,,,,,,,,,,,
542,620,0,1,1,,dialoguer,,,,,,,,potion de force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,405,0,,,,visiter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,618,2,,,,visiter,,temple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,334,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lacuna,,,,,,,,,
,52,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,471,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,195,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,642,2,,,,dialoguer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,651,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,100,0,,,,,,"maison, incendie, rue",,,,,,pierre de lune de téléportation (-> 650),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Je ne suis pas sûr de la meilleur manière d'encoder un tel objet. Je me suis basé sur le cas de la potion du Dieu Perdu.,
547,41,0,,,,"visiter, observer, nager",,"cité, sous l'eau","""La Cité Engloutie""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,474,0,,,,voyager,,,,,,,,armure de cuir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,472,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,458,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,510,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,135,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,195,0,,,,"dialoguer, commercer",,,,,,,,charde (15),défense de sanglier,défense de sanglier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,380,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cotte de mailles dorée de Tyrnai,,,,,,,,,,,,,,,,,,,
,134,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,118,0,,,,"se faire passer à tabac, se faire réduire à l'esclavage",,,,,,,1,,"charde (tout), objet (tout)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,185,0,,,,"dialoguer, se faire voler",,"navire, mer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Protecteur du Sokara,,,,,,
,401,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charde (60),,,,,,,,,,,,,,,,,,,
,311,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,617,2,,,,"dialoguer, pister",,cimetière,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,144,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,303,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mélange de sel et de limaille de fer,,,,,,,,,,,,,,,,,,,
554,6,0,,,,butiner,,,,,,,,amulette de cuivre,,,,,,,,,,,,,,,,,,,,,,,,"Adresse, Magie",,,,,,,,,,,,,,,,,,
,64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adresse, Magie",,,,,,,,,,,,,,,,,,
,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,150,1,,,,"visiter, commercer, recruter, entraîner",,bureau,,,,,,"barque, brigantin, galion, charde (selon ventes), cargaison (selon achats)","barque, brigantin, galion, charde (selon achats), cargaison (selon ventes)","barque, brigantin, galion, charde (dépend des achats), cargaison (dépend des ventes)",,,,,,,,,,,,,,,,"mauvais, moyen, bon",,,,,charde (10),,,,,,,,,,,,,,,,,,,
,301,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charde (15),,,,,,,,,,,,,,,,,,,
,234,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charde (30),,,,,,,,,,,,,,,,,,,
,424,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charde (30),,,,,,,,,,,,,,,,,,,
,499,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"barque, brigantin, galion",,,,,,,,,,,,,,,,,,,
,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,426,0,,,,dialoguer,,bassin,"""Oliphard le Sorcérant""",,,,,,flacon de poudre jaune,,,,,Amende,,,,,,,,,,,,,,,,,,,,,,,,,Mage,,,,,,,,,,,
,378,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,631,2,,,,dialoguer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,664,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,250,2,,,,voyager,,route,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,387,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,175,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,310,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,222,2,,,,naviguer,,"côte, mer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,29,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,416,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,658,2,,,,"voyager, observer, dialoguer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,99,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,47,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,175,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,558,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,135,0,,,,pêcher,,,,,,,,poisson creuset (6),,,,,1d6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,374,0,,,,escalader,heure (non précisé),montagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magie,,,,,,,,,,,,,,,,,,
,643,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magie,,,,,,,,,,,,,,,,,,
563,100,0,,,,"abjurer, dialoguer",,,,,,,,,,charde (50),,,,,,,,,,Sig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,100,0,,,,dialoguer,,,,,,,,,,,,,,Apaisement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,654,0,,,,aucune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adresse,,,,,,,,,,,,,,,,,,
,376,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adresse,,,,,,,,,,,,,,,,,,
566,454,0,,,,se cacher,,"cuisine, cachot",,,,,,,"charde (tout), objet (tout)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,412,0,,,,dialoguer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,440,2,,,,visiter,,temple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,241,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elnir,,,,,,,,,
,73,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,162,0,,,,combattre,,,,,,golem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pas de mort possible
,488,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,148,0,,,,combattre,,,,,,arbre gardien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,195,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charde (tout),,,,,,blessure,,,,,,,,,,,,,,
571,290,2,,,,visiter,,banque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,104,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,88,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,605,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,79,2,,,,"dialoguer, fuir",,"salle de banquet, cuisine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,296,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,127,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,86,0,,,,abjurer,,,,,,,1,,charde (25),charde (25),,,,,,,,,,Trois Fortune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,677,0,,,,dialoguer,,,,,,,,"arme, cotte de maille, charde (200)",,"pas d'arme, pas d'armure, pas de charde, pas de stockage",,,,,,,"plus de maladies, plus de poisons",,,,,,,,,,,,,,missive codée,,,,,,,,,,,,,,,,,,,
,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,400,0,,,,"dialoguer, valider une quête, gagner un niveau",,,,,,,,,bouclier au dragon noir,,,,,,Arme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,135,2,,,,voyager,,fleuve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,310,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,558,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,278,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,174,2,,,,pister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,287,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,427,0,,,,valider une quête,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,100,2,,,,,,"lande, plage",,,,,1,poche d'encre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,99,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,e,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Les Richessesdu Golnir (219),,
580,202,0,,,,explorer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,x,0,,,,"combattre, fuir, se faire capturer, mourir",,fort,,,pendaison pour trahison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,637,0,,,,faire naufrage,,lac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1d6,,,,,total inférieur ou égal au Niveau du personnage,,,,,,,,,,,,
,477,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1d6,,,,,total supérieur au Niveau du personnage,,,,,,,,,,,,
583,90,0,,,,"naviguer, faire l'inventaire",,"navire, mer",,,,,,,cargaison (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passage identiques aux 67 et 70
584,254,2,,,,dialoguer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,35,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,x,0,,,,"se cacher, suivre, démasquer, combattre",,ferme,,,combat fatal contre un bandit,bandit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,236,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,85,0,,,,naviguer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"barque, brigantin, galion",,"1d6, 2d6, 3d6",,,,,,,,,Protection des Tempêtes,Protection des Tempêtes,,,,,,,
,182,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"barque, brigantin, galion",,"1d6, 2d6, 3d6",,,,,,,,,,,,,,,,,
,530,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"barque, brigantin, galion",,"1d6, 2d6, 3d6",,,,,,,,,,,,,,,,,
587,10,0,,,,écouter,,port,,,,,,,,,,,,Almanach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,10,0,,,,fuir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,x,0,,,,"dialoguer, combattre",,taverne,,,combat fatal contre l'homme au cache-oeil,homme au cache-oeil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,92,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,231,0,,,,"se cacher, observer",,village,"Une image montre trois personnes participant à un banquet, un chien à leur pieds.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magie,,,,,,,,,,,,,,,,,,
,357,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magie,,,,,,,,,,,,,,,,,,
591,32,0,,,,"se réveiller, voyager",,plage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,638,0,,,,aucune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magie,,,,,,,,,,,,,,,,,,
,111,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magie,,,,,,,,,,,,,,,,,,
593,354,1,,,,observer,,,,,,,,,,arme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Je n'ai pas pris en compte les bonus des armes pour l'encodage, mais ici on a spécifiquement besoin d'une arme +1",
,450,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,358,0,,,,dialoguer,,"route, cité",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
